test_name,true_category,true_label,transform,tokens_before,tokens_after,ws_tokens_before,ws_tokens_after,ws_frac_before,ws_frac_after,truncated_before,truncated_after,pred_before,pred_after,conf_before,conf_after,flipped
MetadataHttpHandlerTestRun.testSystemMetadataRetrieval,0,async wait,strip indent,512,512,69,20,0.1348,0.0391,True,True,2,2,0.6997,0.696,False
MetadataHttpHandlerTestRun.testSystemMetadataRetrieval,0,async wait,trailing spaces,512,512,69,87,0.1348,0.1699,True,True,2,5,0.6997,0.3439,True
MetadataHttpHandlerTestRun.testSystemMetadataRetrieval,0,async wait,remove blank lines,512,512,69,69,0.1348,0.1348,True,True,2,2,0.6997,0.6997,False
TestDFSIO.testRead,4,test order dependency,indent +4,99,125,22,48,0.2222,0.384,False,False,2,5,0.7879,0.941,True
TestDFSIO.testRead,4,test order dependency,strip indent,99,84,22,7,0.2222,0.0833,False,False,2,2,0.7879,0.7836,False
TestDFSIO.testRead,4,test order dependency,trailing spaces,99,107,22,30,0.2222,0.2804,False,False,2,2,0.7879,0.7611,False
TestDFSIO.testRead,4,test order dependency,remove blank lines,99,99,22,22,0.2222,0.2222,False,False,2,2,0.7879,0.7879,False
MappingCouchbaseConverterTests.writesAndReadsClassContainingCustomConvertedObjects,3,unordered collections,indent +4,512,512,113,183,0.2207,0.3574,True,True,3,5,0.6531,0.9365,True
MappingCouchbaseConverterTests.writesAndReadsClassContainingCustomConvertedObjects,3,unordered collections,strip indent,512,512,113,33,0.2207,0.0645,True,True,3,3,0.6531,0.54,False
MappingCouchbaseConverterTests.writesAndReadsClassContainingCustomConvertedObjects,3,unordered collections,trailing spaces,512,512,113,134,0.2207,0.2617,True,True,3,0,0.6531,0.4092,True
MappingCouchbaseConverterTests.writesAndReadsClassContainingCustomConvertedObjects,3,unordered collections,remove blank lines,512,512,113,113,0.2207,0.2207,True,True,3,3,0.6531,0.6531,False
TestHftpFileSystem.testHftpCustomUriPortWithDefaultPorts,4,test order dependency,indent +4,209,247,34,72,0.1627,0.2915,False,False,0,5,0.705,0.9507,True
TestHftpFileSystem.testHftpCustomUriPortWithDefaultPorts,4,test order dependency,strip indent,209,185,34,10,0.1627,0.0541,False,False,0,4,0.705,0.4807,True
TestHftpFileSystem.testHftpCustomUriPortWithDefaultPorts,4,test order dependency,trailing spaces,209,220,34,45,0.1627,0.2045,False,False,0,5,0.705,0.3968,True
TestHftpFileSystem.testHftpCustomUriPortWithDefaultPorts,4,test order dependency,remove blank lines,209,209,34,34,0.1627,0.1627,False,False,0,0,0.705,0.705,False
TestFrameworkTestRun.testAppWithServices,1,concurrency,indent +4,512,512,109,188,0.2129,0.3672,True,True,0,5,0.9229,0.9401,True
TestFrameworkTestRun.testAppWithServices,1,concurrency,strip indent,512,512,109,34,0.2129,0.0664,True,True,0,0,0.9229,0.9229,False
TestFrameworkTestRun.testAppWithServices,1,concurrency,trailing spaces,512,512,109,132,0.2129,0.2578,True,True,0,0,0.9229,0.8038,False
TestFrameworkTestRun.testAppWithServices,1,concurrency,remove blank lines,512,512,109,109,0.2129,0.2129,True,True,0,0,0.9229,0.9229,False
AbstractJavaCodegenTest.testAdditionalModelTypeAnnotationsSemiColon,3,unordered collections,indent +4,200,242,38,80,0.19,0.3306,False,False,4,5,0.7471,0.9512,True
AbstractJavaCodegenTest.testAdditionalModelTypeAnnotationsSemiColon,3,unordered collections,strip indent,200,175,38,11,0.19,0.0629,False,False,4,4,0.7471,0.9073,False
AbstractJavaCodegenTest.testAdditionalModelTypeAnnotationsSemiColon,3,unordered collections,trailing spaces,200,212,38,50,0.19,0.2358,False,False,4,5,0.7471,0.8279,True
AbstractJavaCodegenTest.testAdditionalModelTypeAnnotationsSemiColon,3,unordered collections,remove blank lines,200,200,38,38,0.19,0.19,False,False,4,4,0.7471,0.7471,False
CreateAppEngineStandardWtpProjectTest.testNoTestClassesInDeploymentAssembly,0,async wait,indent +4,331,413,97,180,0.2931,0.4358,False,False,4,5,0.4775,0.9485,True
CreateAppEngineStandardWtpProjectTest.testNoTestClassesInDeploymentAssembly,0,async wait,strip indent,331,258,97,22,0.2931,0.0853,False,False,4,4,0.4775,0.9103,False
CreateAppEngineStandardWtpProjectTest.testNoTestClassesInDeploymentAssembly,0,async wait,trailing spaces,331,354,97,120,0.2931,0.339,False,False,4,5,0.4775,0.7464,True
CreateAppEngineStandardWtpProjectTest.testNoTestClassesInDeploymentAssembly,0,async wait,remove blank lines,331,331,97,97,0.2931,0.2931,False,False,4,4,0.4775,0.4775,False
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,indent +4,278,344,62,128,0.223,0.3721,False,False,0,5,0.9207,0.9381,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,strip indent,278,239,62,17,0.223,0.0711,False,False,0,0,0.9207,0.8813,False
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,trailing spaces,278,296,62,80,0.223,0.2703,False,False,0,0,0.9207,0.8779,False
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,remove blank lines,278,278,62,62,0.223,0.223,False,False,0,0,0.9207,0.9207,False
TestPeerCache.testExpiry,4,test order dependency,indent +4,386,476,110,200,0.285,0.4202,False,False,0,5,0.7824,0.9397,True
TestPeerCache.testExpiry,4,test order dependency,strip indent,386,300,110,23,0.285,0.0767,False,False,0,0,0.7824,0.7657,False
TestPeerCache.testExpiry,4,test order dependency,trailing spaces,386,410,110,134,0.285,0.3268,False,False,0,0,0.7824,0.7186,False
TestPeerCache.testExpiry,4,test order dependency,remove blank lines,386,386,110,110,0.285,0.285,False,False,0,0,0.7824,0.7824,False
XmlValidatorTest.testValidate_badXml,0,async wait,indent +4,178,216,34,72,0.191,0.3333,False,False,4,5,0.8897,0.9505,True
XmlValidatorTest.testValidate_badXml,0,async wait,strip indent,178,154,34,10,0.191,0.0649,False,False,4,4,0.8897,0.9158,False
XmlValidatorTest.testValidate_badXml,0,async wait,trailing spaces,178,189,34,45,0.191,0.2381,False,False,4,5,0.8897,0.7253,True
XmlValidatorTest.testValidate_badXml,0,async wait,remove blank lines,178,178,34,34,0.191,0.191,False,False,4,4,0.8897,0.8897,False
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,indent +4,152,170,14,32,0.0921,0.1882,False,False,0,5,0.6384,0.951,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,strip indent,152,143,14,5,0.0921,0.035,False,False,0,0,0.6384,0.4459,False
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,trailing spaces,152,158,14,20,0.0921,0.1266,False,False,0,5,0.6384,0.6848,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,remove blank lines,152,152,14,14,0.0921,0.0921,False,False,0,0,0.6384,0.6384,False
TestDFSIO.testWrite,4,test order dependency,indent +4,100,126,22,48,0.22,0.381,False,False,2,5,0.7888,0.9418,True
TestDFSIO.testWrite,4,test order dependency,strip indent,100,85,22,7,0.22,0.0824,False,False,2,2,0.7888,0.7866,False
TestDFSIO.testWrite,4,test order dependency,trailing spaces,100,108,22,30,0.22,0.2778,False,False,2,2,0.7888,0.7558,False
TestDFSIO.testWrite,4,test order dependency,remove blank lines,100,100,22,22,0.22,0.22,False,False,2,2,0.7888,0.7888,False
socketTest,0,async wait,indent +4,512,512,197,228,0.3848,0.4453,True,True,0,5,0.9154,0.933,True
socketTest,0,async wait,strip indent,512,359,197,31,0.3848,0.0864,True,False,0,0,0.9154,0.9195,False
socketTest,0,async wait,trailing spaces,512,512,197,209,0.3848,0.4082,True,True,0,0,0.9154,0.8916,False
socketTest,0,async wait,remove blank lines,512,512,197,197,0.3848,0.3848,True,True,0,0,0.9154,0.9154,False
ConfigClientPropertiesTests.vanilla,5,non-flaky,indent +4,142,173,9,40,0.0634,0.2312,False,False,5,5,0.95,0.951,False
ConfigClientPropertiesTests.vanilla,5,non-flaky,strip indent,142,126,9,8,0.0634,0.0635,False,False,5,3,0.95,0.4639,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,trailing spaces,142,150,9,17,0.0634,0.1133,False,False,5,5,0.95,0.9511,False
ConfigClientPropertiesTests.vanilla,5,non-flaky,remove blank lines,142,141,9,8,0.0634,0.0567,False,False,5,5,0.95,0.9501,False
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,indent +4,262,315,92,145,0.3511,0.4603,False,False,5,5,0.9523,0.9515,False
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,strip indent,262,183,92,13,0.3511,0.071,False,False,5,3,0.9523,0.5303,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,trailing spaces,262,277,92,107,0.3511,0.3863,False,False,5,5,0.9523,0.9514,False
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,remove blank lines,262,261,92,91,0.3511,0.3487,False,False,5,5,0.9523,0.9518,False
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,indent +4,118,145,8,35,0.0678,0.2414,False,False,5,5,0.9511,0.9527,False
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,strip indent,118,104,8,7,0.0678,0.0673,False,False,5,3,0.9511,0.7023,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,trailing spaces,118,125,8,15,0.0678,0.12,False,False,5,5,0.9511,0.9518,False
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,remove blank lines,118,117,8,7,0.0678,0.0598,False,False,5,5,0.9511,0.9513,False
QueryTest.querySingleLimit,5,non-flaky,indent +4,320,389,204,273,0.6375,0.7018,False,False,5,5,0.9513,0.9505,False
QueryTest.querySingleLimit,5,non-flaky,strip indent,320,133,204,17,0.6375,0.1278,False,False,5,0,0.9513,0.8445,True
QueryTest.querySingleLimit,5,non-flaky,trailing spaces,320,339,204,223,0.6375,0.6578,False,False,5,5,0.9513,0.9494,False
QueryTest.querySingleLimit,5,non-flaky,remove blank lines,320,319,204,203,0.6375,0.6364,False,False,5,5,0.9513,0.9509,False
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,indent +4,512,512,285,330,0.5566,0.6445,True,True,5,5,0.9488,0.9482,False
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,strip indent,512,280,285,29,0.5566,0.1036,True,False,5,1,0.9488,0.5313,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,trailing spaces,512,512,285,302,0.5566,0.5898,True,True,5,5,0.9488,0.9474,False
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,remove blank lines,512,512,285,285,0.5566,0.5566,True,True,5,5,0.9488,0.9487,False
TextUtilsTest.testParseDate,5,non-flaky,indent +4,46,61,24,39,0.5217,0.6393,False,False,5,5,0.9514,0.9519,False
TextUtilsTest.testParseDate,5,non-flaky,strip indent,46,27,24,4,0.5217,0.1481,False,False,5,4,0.9514,0.9067,True
TextUtilsTest.testParseDate,5,non-flaky,trailing spaces,46,50,24,28,0.5217,0.56,False,False,5,5,0.9514,0.951,False
TextUtilsTest.testParseDate,5,non-flaky,remove blank lines,46,45,24,23,0.5217,0.5111,False,False,5,5,0.9514,0.9518,False
Issue285Test.nestedTypeValidation,5,non-flaky,indent +4,182,219,52,89,0.2857,0.4064,False,False,5,5,0.9519,0.951,False
Issue285Test.nestedTypeValidation,5,non-flaky,strip indent,182,139,52,9,0.2857,0.0647,False,False,5,4,0.9519,0.8307,True
Issue285Test.nestedTypeValidation,5,non-flaky,trailing spaces,182,193,52,63,0.2857,0.3264,False,False,5,5,0.9519,0.952,False
Issue285Test.nestedTypeValidation,5,non-flaky,remove blank lines,182,181,52,51,0.2857,0.2818,False,False,5,5,0.9519,0.9518,False
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,indent +4,104,123,44,63,0.4231,0.5122,False,False,5,5,0.952,0.9516,False
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,strip indent,104,66,44,5,0.4231,0.0758,False,False,5,4,0.952,0.8533,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,trailing spaces,104,109,44,49,0.4231,0.4495,False,False,5,5,0.952,0.9522,False
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,remove blank lines,104,103,44,43,0.4231,0.4175,False,False,5,5,0.952,0.9521,False
Issue456Test.shouldWorkT3,5,non-flaky,indent +4,225,264,76,115,0.3378,0.4356,False,False,5,5,0.9526,0.9514,False
Issue456Test.shouldWorkT3,5,non-flaky,strip indent,225,159,76,10,0.3378,0.0629,False,False,5,3,0.9526,0.5018,True
Issue456Test.shouldWorkT3,5,non-flaky,trailing spaces,225,235,76,86,0.3378,0.366,False,False,5,5,0.9526,0.9515,False
Issue456Test.shouldWorkT3,5,non-flaky,remove blank lines,225,224,76,75,0.3378,0.3348,False,False,5,5,0.9526,0.9523,False
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,indent +4,217,261,76,120,0.3502,0.4598,False,False,5,5,0.9523,0.9521,False
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,strip indent,217,152,76,11,0.3502,0.0724,False,False,5,4,0.9523,0.8137,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,trailing spaces,217,229,76,88,0.3502,0.3843,False,False,5,5,0.9523,0.9522,False
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,remove blank lines,217,216,76,75,0.3502,0.3472,False,False,5,5,0.9523,0.9524,False
StressSettingsTest.isSerializable,5,non-flaky,indent +4,134,165,56,87,0.4179,0.5273,False,False,5,5,0.9521,0.9518,False
StressSettingsTest.isSerializable,5,non-flaky,strip indent,134,87,56,8,0.4179,0.092,False,False,5,4,0.9521,0.9088,True
StressSettingsTest.isSerializable,5,non-flaky,trailing spaces,134,142,56,64,0.4179,0.4507,False,False,5,5,0.9521,0.9522,False
StressSettingsTest.isSerializable,5,non-flaky,remove blank lines,134,133,56,55,0.4179,0.4135,False,False,5,5,0.9521,0.9521,False
TimelyTcpIT.testPutMultiple,5,non-flaky,indent +4,512,512,242,259,0.4727,0.5059,True,True,5,5,0.9501,0.9502,False
TimelyTcpIT.testPutMultiple,5,non-flaky,strip indent,512,512,242,38,0.4727,0.0742,True,True,5,0,0.9501,0.9111,True
TimelyTcpIT.testPutMultiple,5,non-flaky,trailing spaces,512,512,242,243,0.4727,0.4746,True,True,5,5,0.9501,0.9501,False
TimelyTcpIT.testPutMultiple,5,non-flaky,remove blank lines,512,512,242,242,0.4727,0.4727,True,True,5,5,0.9501,0.9501,False
BaseConnectorSmokeTest.testPredicate,5,non-flaky,indent +4,107,130,40,63,0.3738,0.4846,False,False,5,5,0.9532,0.9527,False
BaseConnectorSmokeTest.testPredicate,5,non-flaky,strip indent,107,73,40,6,0.3738,0.0822,False,False,5,4,0.9532,0.5043,True
BaseConnectorSmokeTest.testPredicate,5,non-flaky,trailing spaces,107,113,40,46,0.3738,0.4071,False,False,5,5,0.9532,0.9529,False
BaseConnectorSmokeTest.testPredicate,5,non-flaky,remove blank lines,107,106,40,39,0.3738,0.3679,False,False,5,5,0.9532,0.9532,False
AbstractAtlasDbKeyValueServiceTest.testGetRowsWhenMultipleVersions,5,non-flaky,indent +4,435,512,212,290,0.4874,0.5664,False,True,5,5,0.9522,0.9512,False
AbstractAtlasDbKeyValueServiceTest.testGetRowsWhenMultipleVersions,5,non-flaky,strip indent,435,247,212,20,0.4874,0.081,False,False,5,3,0.9522,0.7949,True
AbstractAtlasDbKeyValueServiceTest.testGetRowsWhenMultipleVersions,5,non-flaky,trailing spaces,435,456,212,233,0.4874,0.511,False,False,5,5,0.9522,0.9512,False
AbstractAtlasDbKeyValueServiceTest.testGetRowsWhenMultipleVersions,5,non-flaky,remove blank lines,435,434,212,211,0.4874,0.4862,False,False,5,5,0.9522,0.9517,False
HttpStringTestCase.testSerialization,5,non-flaky,indent +4,188,232,76,120,0.4043,0.5172,False,False,5,5,0.9521,0.951,False
HttpStringTestCase.testSerialization,5,non-flaky,strip indent,188,122,76,11,0.4043,0.0902,False,False,5,4,0.9521,0.668,True
HttpStringTestCase.testSerialization,5,non-flaky,trailing spaces,188,200,76,88,0.4043,0.44,False,False,5,5,0.9521,0.9504,False
HttpStringTestCase.testSerialization,5,non-flaky,remove blank lines,188,187,76,75,0.4043,0.4011,False,False,5,5,0.9521,0.9515,False
WorkerSourceTaskTest.testSendRecordsProducerCallbackFail,5,non-flaky,indent +4,234,289,68,123,0.2906,0.4256,False,False,5,5,0.9517,0.951,False
WorkerSourceTaskTest.testSendRecordsProducerCallbackFail,5,non-flaky,strip indent,234,180,68,13,0.2906,0.0722,False,False,5,0,0.9517,0.552,True
WorkerSourceTaskTest.testSendRecordsProducerCallbackFail,5,non-flaky,trailing spaces,234,251,68,85,0.2906,0.3386,False,False,5,5,0.9517,0.9508,False
WorkerSourceTaskTest.testSendRecordsProducerCallbackFail,5,non-flaky,remove blank lines,234,233,68,67,0.2906,0.2876,False,False,5,5,0.9517,0.9514,False
RateBasedBackPressureTest.testWindowSizeMustBeBiggerEqualThanTen,5,non-flaky,indent +4,103,118,24,39,0.233,0.3305,False,False,5,5,0.9507,0.9506,False
RateBasedBackPressureTest.testWindowSizeMustBeBiggerEqualThanTen,5,non-flaky,strip indent,103,83,24,4,0.233,0.0482,False,False,5,3,0.9507,0.7039,True
RateBasedBackPressureTest.testWindowSizeMustBeBiggerEqualThanTen,5,non-flaky,trailing spaces,103,107,24,28,0.233,0.2617,False,False,5,5,0.9507,0.9508,False
RateBasedBackPressureTest.testWindowSizeMustBeBiggerEqualThanTen,5,non-flaky,remove blank lines,103,102,24,23,0.233,0.2255,False,False,5,5,0.9507,0.9502,False
AbstractTestIntegrationSmokeTest.testShowSchemas,5,non-flaky,indent +4,142,179,56,93,0.3944,0.5196,False,False,5,5,0.9519,0.9516,False
AbstractTestIntegrationSmokeTest.testShowSchemas,5,non-flaky,strip indent,142,95,56,9,0.3944,0.0947,False,False,5,4,0.9519,0.9359,True
AbstractTestIntegrationSmokeTest.testShowSchemas,5,non-flaky,trailing spaces,142,153,56,67,0.3944,0.4379,False,False,5,5,0.9519,0.952,False
AbstractTestIntegrationSmokeTest.testShowSchemas,5,non-flaky,remove blank lines,142,141,56,55,0.3944,0.3901,False,False,5,5,0.9519,0.952,False
BaseConnectorTest.testSelectAll,5,non-flaky,indent +4,44,59,24,39,0.5455,0.661,False,False,5,5,0.9518,0.9517,False
BaseConnectorTest.testSelectAll,5,non-flaky,strip indent,44,24,24,4,0.5455,0.1667,False,False,5,4,0.9518,0.904,True
BaseConnectorTest.testSelectAll,5,non-flaky,trailing spaces,44,48,24,28,0.5455,0.5833,False,False,5,5,0.9518,0.9512,False
BaseConnectorTest.testSelectAll,5,non-flaky,remove blank lines,44,43,24,23,0.5455,0.5349,False,False,5,5,0.9518,0.9518,False
AnnotatedEndpointTest.testGenericMessageHandling,5,non-flaky,indent +4,394,481,132,219,0.335,0.4553,False,False,5,5,0.9516,0.9508,False
AnnotatedEndpointTest.testGenericMessageHandling,5,non-flaky,strip indent,394,283,132,21,0.335,0.0742,False,False,5,0,0.9516,0.752,True
AnnotatedEndpointTest.testGenericMessageHandling,5,non-flaky,trailing spaces,394,419,132,157,0.335,0.3747,False,False,5,5,0.9516,0.949,False
AnnotatedEndpointTest.testGenericMessageHandling,5,non-flaky,remove blank lines,394,393,132,131,0.335,0.3333,False,False,5,5,0.9516,0.9511,False
BucketNameValidatorTest.testValidation_nonStringInput,5,non-flaky,indent +4,79,98,18,37,0.2278,0.3776,False,False,5,5,0.9491,0.9514,False
BucketNameValidatorTest.testValidation_nonStringInput,5,non-flaky,strip indent,79,66,18,5,0.2278,0.0758,False,False,5,4,0.9491,0.9363,True
BucketNameValidatorTest.testValidation_nonStringInput,5,non-flaky,trailing spaces,79,84,18,23,0.2278,0.2738,False,False,5,5,0.9491,0.9508,False
BucketNameValidatorTest.testValidation_nonStringInput,5,non-flaky,remove blank lines,79,78,18,17,0.2278,0.2179,False,False,5,5,0.9491,0.9494,False
RxQueryTest.insertEmission,5,non-flaky,indent +4,366,481,148,263,0.4044,0.5468,False,False,5,5,0.9512,0.9505,False
RxQueryTest.insertEmission,5,non-flaky,strip indent,366,249,148,27,0.4044,0.1084,False,False,5,0,0.9512,0.761,True
RxQueryTest.insertEmission,5,non-flaky,trailing spaces,366,401,148,183,0.4044,0.4564,False,False,5,5,0.9512,0.9494,False
RxQueryTest.insertEmission,5,non-flaky,remove blank lines,366,365,148,147,0.4044,0.4027,False,False,5,5,0.9512,0.9507,False
RealtimeToOfflineSegmentsMinionClusterIntegrationTest.testQueryExceptions,5,non-flaky,indent +4,24,31,6,13,0.25,0.4194,False,False,5,5,0.9467,0.9501,False
RealtimeToOfflineSegmentsMinionClusterIntegrationTest.testQueryExceptions,5,non-flaky,strip indent,24,20,6,2,0.25,0.1,False,False,5,4,0.9467,0.7551,True
RealtimeToOfflineSegmentsMinionClusterIntegrationTest.testQueryExceptions,5,non-flaky,trailing spaces,24,26,6,8,0.25,0.3077,False,False,5,5,0.9467,0.9489,False
RealtimeToOfflineSegmentsMinionClusterIntegrationTest.testQueryExceptions,5,non-flaky,remove blank lines,24,23,6,5,0.25,0.2174,False,False,5,5,0.9467,0.947,False
TokenSequenceMatcherITest.testTokenSequenceMatcher9,5,non-flaky,indent +4,512,512,102,178,0.1992,0.3477,True,True,5,5,0.9532,0.9524,False
TokenSequenceMatcherITest.testTokenSequenceMatcher9,5,non-flaky,strip indent,512,444,102,33,0.1992,0.0743,True,False,5,4,0.9532,0.6598,True
TokenSequenceMatcherITest.testTokenSequenceMatcher9,5,non-flaky,trailing spaces,512,512,102,127,0.1992,0.248,True,True,5,5,0.9532,0.9526,False
TokenSequenceMatcherITest.testTokenSequenceMatcher9,5,non-flaky,remove blank lines,512,511,102,101,0.1992,0.1977,True,False,5,5,0.9532,0.9529,False
TextUtilsTest.testPropertiesToXML,5,non-flaky,indent +4,450,512,152,228,0.3378,0.4453,False,True,5,5,0.9523,0.9516,False
TextUtilsTest.testPropertiesToXML,5,non-flaky,strip indent,450,321,152,21,0.3378,0.0654,False,False,5,3,0.9523,0.6012,True
TextUtilsTest.testPropertiesToXML,5,non-flaky,trailing spaces,450,472,152,174,0.3378,0.3686,False,False,5,5,0.9523,0.9517,False
TextUtilsTest.testPropertiesToXML,5,non-flaky,remove blank lines,450,449,152,151,0.3378,0.3363,False,False,5,5,0.9523,0.952,False
LongSumAveragerTest.testComputeResult,5,non-flaky,indent +4,372,469,64,161,0.172,0.3433,False,False,5,5,0.9532,0.9521,False
LongSumAveragerTest.testComputeResult,5,non-flaky,strip indent,372,338,64,23,0.172,0.068,False,False,5,3,0.9532,0.8646,True
LongSumAveragerTest.testComputeResult,5,non-flaky,trailing spaces,372,401,64,93,0.172,0.2319,False,False,5,5,0.9532,0.9522,False
LongSumAveragerTest.testComputeResult,5,non-flaky,remove blank lines,372,371,64,63,0.172,0.1698,False,False,5,5,0.9532,0.9527,False
RealtimeKinesisIntegrationTest.testCountRecords,5,non-flaky,indent +4,106,134,34,62,0.3208,0.4627,False,False,5,5,0.9522,0.9512,False
RealtimeKinesisIntegrationTest.testCountRecords,5,non-flaky,strip indent,106,79,34,7,0.3208,0.0886,False,False,5,0,0.9522,0.7511,True
RealtimeKinesisIntegrationTest.testCountRecords,5,non-flaky,trailing spaces,106,114,34,42,0.3208,0.3684,False,False,5,5,0.9522,0.9512,False
RealtimeKinesisIntegrationTest.testCountRecords,5,non-flaky,remove blank lines,106,105,34,33,0.3208,0.3143,False,False,5,5,0.9522,0.9516,False
PulsarDatabaseHistoryTest.shouldStartWithEmptyTopicAndStoreDataAndRecoverAllState,5,non-flaky,indent +4,67,82,28,43,0.4179,0.5244,False,False,5,5,0.951,0.9516,False
PulsarDatabaseHistoryTest.shouldStartWithEmptyTopicAndStoreDataAndRecoverAllState,5,non-flaky,strip indent,67,43,28,4,0.4179,0.093,False,False,5,4,0.951,0.9281,True
PulsarDatabaseHistoryTest.shouldStartWithEmptyTopicAndStoreDataAndRecoverAllState,5,non-flaky,trailing spaces,67,71,28,32,0.4179,0.4507,False,False,5,5,0.951,0.9518,False
PulsarDatabaseHistoryTest.shouldStartWithEmptyTopicAndStoreDataAndRecoverAllState,5,non-flaky,remove blank lines,67,66,28,27,0.4179,0.4091,False,False,5,5,0.951,0.9516,False
TestKafkaCheckpointManager.testReadCheckpointPriority,5,non-flaky,indent +4,297,348,62,113,0.2088,0.3247,False,False,5,5,0.9513,0.9517,False
TestKafkaCheckpointManager.testReadCheckpointPriority,5,non-flaky,strip indent,297,250,62,13,0.2088,0.052,False,False,5,4,0.9513,0.7457,True
TestKafkaCheckpointManager.testReadCheckpointPriority,5,non-flaky,trailing spaces,297,310,62,75,0.2088,0.2419,False,False,5,5,0.9513,0.9512,False
TestKafkaCheckpointManager.testReadCheckpointPriority,5,non-flaky,remove blank lines,297,296,62,61,0.2088,0.2061,False,False,5,5,0.9513,0.9511,False
AppEngineApplicationQueryJobTest.testRun_projectHasApplication,5,non-flaky,indent +4,179,237,44,102,0.2458,0.4304,False,False,5,5,0.952,0.9513,False
AppEngineApplicationQueryJobTest.testRun_projectHasApplication,5,non-flaky,strip indent,179,153,44,14,0.2458,0.0915,False,False,5,0,0.952,0.5084,True
AppEngineApplicationQueryJobTest.testRun_projectHasApplication,5,non-flaky,trailing spaces,179,196,44,61,0.2458,0.3112,False,False,5,5,0.952,0.9509,False
AppEngineApplicationQueryJobTest.testRun_projectHasApplication,5,non-flaky,remove blank lines,179,178,44,43,0.2458,0.2416,False,False,5,5,0.952,0.9516,False
MetricParserTest.testParseWithEscapedCharacters,5,non-flaky,indent +4,272,325,84,137,0.3088,0.4215,False,False,5,5,0.9522,0.9516,False
MetricParserTest.testParseWithEscapedCharacters,5,non-flaky,strip indent,272,201,84,13,0.3088,0.0647,False,False,5,3,0.9522,0.8586,True
MetricParserTest.testParseWithEscapedCharacters,5,non-flaky,trailing spaces,272,287,84,99,0.3088,0.3449,False,False,5,5,0.9522,0.9516,False
MetricParserTest.testParseWithEscapedCharacters,5,non-flaky,remove blank lines,272,271,84,83,0.3088,0.3063,False,False,5,5,0.9522,0.9518,False
TestLocalStoreMonitor.shouldDoNothingWhenTheJobIsRunning,5,non-flaky,indent +4,130,157,26,53,0.2,0.3376,False,False,5,5,0.9516,0.951,False
TestLocalStoreMonitor.shouldDoNothingWhenTheJobIsRunning,5,non-flaky,strip indent,130,112,26,7,0.2,0.0625,False,False,5,0,0.9516,0.8283,True
TestLocalStoreMonitor.shouldDoNothingWhenTheJobIsRunning,5,non-flaky,trailing spaces,130,137,26,33,0.2,0.2409,False,False,5,5,0.9516,0.9511,False
TestLocalStoreMonitor.shouldDoNothingWhenTheJobIsRunning,5,non-flaky,remove blank lines,130,129,26,25,0.2,0.1938,False,False,5,5,0.9516,0.951,False
FastJsonpHttpMessageConverter4Case2Test.isInjectComponent,5,non-flaky,indent +4,51,62,20,31,0.3922,0.5,False,False,5,5,0.9491,0.9504,False
FastJsonpHttpMessageConverter4Case2Test.isInjectComponent,5,non-flaky,strip indent,51,34,20,3,0.3922,0.0882,False,False,5,4,0.9491,0.942,True
FastJsonpHttpMessageConverter4Case2Test.isInjectComponent,5,non-flaky,trailing spaces,51,54,20,23,0.3922,0.4259,False,False,5,5,0.9491,0.9487,False
FastJsonpHttpMessageConverter4Case2Test.isInjectComponent,5,non-flaky,remove blank lines,51,50,20,19,0.3922,0.38,False,False,5,5,0.9491,0.9496,False
InterceptorTest.onRequest,5,non-flaky,indent +4,151,170,100,119,0.6623,0.7,False,False,5,5,0.9507,0.9498,False
